;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;themes;demographic;duration;rating;score;ranked;popularity;members;favorites;platforms;synopsis;theme;genre
42;Monkey Peak;https://myanimelist.net/anime/38579/Monkey_Peak;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;モンキーピーク;ONA;20;Finished Airing;Oct 26, 2018 to Apr 1, 2019;['Anime Beans'];None found, add some;Tomovies;Manga;;1 min. per ep.;None;N/A;#14805;#14227;548;1;;Seinen;[];The anime centers on a group of pharmaceutical company employees who embark on a mountain-climbing trip together and who encounter tragedy at the hands of mysterious monkeys when they reach the top.  (Source: ANN);Horror;;;;
43;Mechano: Scientific Attack Force;https://myanimelist.net/anime/24259/Mechano__Scientific_Attack_Force;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;メカノ;MECHANO SCIENTIFIC ATTACK FORCE;OVA;3;Finished Airing;Sep 1, 1995;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Avant Garde', 'Comedy', 'Fantasy', 'Horror'];10 min. per ep.;None;4.80;#13282;#14280;540;1;['Music', 'Parody'];;[];"Three 10-minute videos present a trippy view into the minds of their creators. Brought together by Pierre Taki of Denki Groove, Mechano: Scientific Attack Force features three shorts done in very different styles.  The three short films are:  ""Plastic Gun Man"" - a 3D Western spoof ""World Meccano Triangle"" - a music video reminiscent of '90s era screensavers ""Haiirogaoka no Soridaijin"" (translated as ""Prime Minister of Gray Hill"") - an anime-style animated video parody of Akira Mochizuki's famous 1977 manga, Yuuhi ga Oka no Souri Daijin";;;;;
44;Biohazard: Death Island;https://myanimelist.net/anime/54398/Biohazard__Death_Island;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;バイオハザード：デスアイランド;Movie;Unknown;Not yet aired;2023;['Kadokawa', 'Quebico'];None found, add some;TMS Entertainment;Game;['Action', 'Horror', 'Sci-Fi'];Unknown;R - 17+ (violence & profanity);N/A;N/A;#14372;525;6;;;[];D.S.O. agent Leon S. Kennedy is on a mission to rescue Dr. Antonio Taylor from kidnappers, when a mysterious woman thwarts his pursuit. Meanwhile, B.S.A.A. agent Chris Redfield is investigating a zombie outbreak in San Francisco, where the cause of the infection cannot be identified. The only thing the victims have in common is that they all visited Alcatraz Island recently. Following that clue, Chris and his team head to the island, where a new horror awaits them.  (Source: Sony Pictures Entertainment);;;;;
45;Shin Gakkou no Yuurei;https://myanimelist.net/anime/35121/Shin_Gakkou_no_Yuurei;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;真 学校の幽霊;OVA;1;Finished Airing;Jun 11, 1999;['None found', 'add some'];None found, add some;None found, add some;Original;['Horror', 'Supernatural', 'Suspense'];40 min.;PG-13 - Teens 13 or older;N/A;#16512;#14448;515;0;['Mythology', 'School'];;[];Following the popularity of the original omnibus OVA, this release offers 4 more stories but in animation only.;;;;;
46;Zetsubou no Kaibutsu;https://myanimelist.net/anime/42906/Zetsubou_no_Kaibutsu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;絶望の怪物;Movie;1;Finished Airing;Jun 10, 2019;['None found', 'add some'];None found, add some;None found, add some;Original;['Drama', 'Horror'];29 min.;R - 17+ (violence & profanity);N/A;#21938;#14451;515;1;;;[];A story about fourteen-year-old alien girl Aoi Hoshino. Her family uses certain medicine to disguise themselves as humans. For some reason the medicine slowly stops working, but only on Aoi...  (Source: Official Website, edited);;;;;
47;Toki-iro Kaima;https://myanimelist.net/anime/19513/Toki-iro_Kaima;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Shuiro no Youma, Shuri Iro no Youma, Scarlet Demon;朱鷺色怪魔;OVA;4;Finished Airing;Apr 20, 1989 to Feb 25, 1990;['Mushi Production'];None found, add some;None found, add some;Manga;;21 min. per ep.;R+ - Mild Nudity;N/A;#17330;#14479;510;0;;Shounen;[];Anime adaptation of the same name horror manga by Suzumiya Wayu, serialized in Shogakuan's Weekly Shonen Sunday special issue.;Horror;;;;
48;Hwasan Golae;https://myanimelist.net/anime/34674/Hwasan_Golae;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Volcanic Whale;화산고래;Movie;1;Finished Airing;Sep 10, 2015;['Korean Academy of Film Arts'];None found, add some;None found, add some;Original;['Horror', 'Suspense'];1 hr. 10 min.;R - 17+ (violence & profanity);N/A;#19929;#14528;503;0;;;[];In the year 2070, mankind faces a life threatening crisis due to huge earthquakes and volcanic eruptions. Korea is in a state of anarchy and Busan is swarming with refugees. Young street dealer Ha-jin has the ability to communicate with whales – a fact she keeps hidden from everyone. One day, a onearmed woman named Baek Sang-won asks Ha-jin to join her in the gules whale hunt. Painful memories lead Ha-jin to turn down the offer initially, but she eventually ends up joining Baek. As she makes friends on the ship, she grows curious about the gules whale and learns that every crew member has a sad gules story. The madness in the crews’ eyes as they try to kill the gules brings Ha-jin’s trauma to the forefront of her mind – and she experiences her own madness.  (Source: Korean Film Biz Zone);;;;;
49;Freaky Highschool;https://myanimelist.net/anime/35319/Freaky_Highschool;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;ふりぃきぃ～はいすく～る;TV;69;Finished Airing;Jun 10, 2016 to Sep 29, 2017;['None found', 'add some'];None found, add some;None found, add some;Original;;Unknown;PG - Children;N/A;#19086;#14639;488;0;;;[];A cutesy horror anime. Everyone in town is monster but they're living their lives like normal while attending high school.;Horror;School;Summer 2016;Fridays at 02:05 (JST);
50;I Think You're a Little Confused;https://myanimelist.net/anime/44776/I_Think_Youre_a_Little_Confused;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;I Think You're a Little Confused;Movie;1;Finished Airing;Jul 30, 2016;['Geidai Animation'];None found, add some;None found, add some;Unknown;;8 min.;G - All Ages;5.77;#10563;#14764;472;5;;;[];One day a letter takes a blood-sausage to his friend, liver-sausage. So, he went...  (Source: Geidai Animation);Horror;;;;
51;Yamiyo no Jidaigeki;https://myanimelist.net/anime/23765/Yamiyo_no_Jidaigeki;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Dark Night''s Period-Drama, Dark Night's Drama;闇夜の時代劇;Special;2;Finished Airing;Feb 19, 1995;['None found', 'add some'];None found, add some;Sunrise;Unknown;;11 min. per ep.;R+ - Mild Nudity;N/A;#21668;#14839;464;1;;;[];Tales include:  The Hill of Old Age, which tells of a conspiracy hatched against Japan's unifier, Oda Nobunaga.  Seeing the Truth, about the assassin sent to murder Nobunaga's successor leyasu Tokugawa.  The broadcast was a part of the Neo Hyper Kids program.  (Source: Anime Encyclopedia);Horror;Historical;;;
52;Youkai Ningen Bem: Part II;https://myanimelist.net/anime/38368/Youkai_Ningen_Bem__Part_II;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Yokai Ningen Bem Part II, Demon-man Bem Part II;妖怪人間ベム パートII;Special;2;Finished Airing;Oct 21, 1992;['None found', 'add some'];None found, add some;Topcraft;Original;;24 min. per ep.;PG-13 - Teens 13 or older;N/A;#21803;#14873;460;0;;;[];For 1982 a 26-episode TV series sequel to Youkai Ningen Bem was planned. Because the original producers disbanded, the animation was done by Topcraft. 2 episodes were created and the project shut down without airing on television. The episodes were released to the public on a LD-Box Set a decade later. 2,000 units were printed and all were sold out.;Horror;Mythology;;;
53;Kaibutsu-kun: Demon no Ken;https://myanimelist.net/anime/22975/Kaibutsu-kun__Demon_no_Ken;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;怪物くん デーモンの剣;Movie;1;Finished Airing;Mar 13, 1982;['None found', 'add some'];None found, add some;Shin-Ei Animation;Unknown;['Comedy', 'Horror'];55 min.;G - All Ages;N/A;#20361;#14960;451;0;;;[];Based on the shounen manga by Fujiko Fujio.  Note: Screened as a triple feature with Doraemon: Nobita no Daimakyou and Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki.  (Source: AniDB);;;;;Kids, Shounen
54;Burning Village;https://myanimelist.net/anime/10245/Burning_Village;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;バーニング・ビレッジ;OVA;10;Finished Airing;May 1, 1989 to Feb 1, 1990;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Fantasy', 'Horror'];12 min. per ep.;None;N/A;#18115;#15128;431;0;;;[];Animal folk tales set in the titular community, in which local eccentric Ohahai retells several popular fairy tales with considerable license.  (Source: AniDB);;;;;
55;3-bu de Wakaru Koizumi Yakumo no Kaidan;https://myanimelist.net/anime/37666/3-bu_de_Wakaru_Koizumi_Yakumo_no_Kaidan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Eagle Talon, Himitsukessha Taka no Tsume, The Frogman Show;３分で分かる小泉八雲の怪談;ONA;7;Finished Airing;May 9, 2014 to Jul 8, 2015;['None found', 'add some'];None found, add some;None found, add some;Book;['Horror', 'Supernatural'];3 min. per ep.;G - All Ages;5.16;#12682;#15195;424;0;['Historical', 'Parody'];;[];Stories from Patrick Lafcadio Hearn's book Kwaidan: Stories and Studies of Strange Things. The Greek-American author was known as Koizumi Yakumo in Japan and is renowned for collecting and publishing stories of Japanese folklore and legends.  The shorts were made for a Matsue City tourism promotion, as Hearn taught, lived, and married there. His home is a museum people can visit.;;;;;
56;Zombie Clay Animation: Life of the Dead;https://myanimelist.net/anime/30089/Zombie_Clay_Animation__Life_of_the_Dead;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Zonbikureianime, Zonbi Kureianime, Zombie Kurei Anime;ゾンビクレイアニメ「LIFE OF THE DEAD」;OVA;4;Finished Airing;2011 to 2012;['None found', 'add some'];None found, add some;Studio Binzo;Original;['Comedy', 'Horror'];3 min. per ep.;R - 17+ (violence & profanity);5.16;#12693;#15266;420;2;;;[];Clay animation about a guy stuck in a room during zombie apocalypse.;;;;;
57;The Gregory Gallery Tour Special;https://myanimelist.net/anime/44588/The_Gregory_Gallery_Tour_Special;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Gregory Horror Show Specials;グレゴリーホラーショー;Special;3;Finished Airing;Mar 3, 2000 to Jun 21, 2000;['None found', 'add some'];None found, add some;Milky Cartoon;Original;['Comedy', 'Horror', 'Mystery', 'Supernatural'];10 min. per ep.;PG-13 - Teens 13 or older;5.74;#10681;#15519;396;0;;;[];Three unbroadcasted exclusive Special shorts of Gregory Horror Show (presented as bonus videos on the first series DVDs volumes 1-3 in Japan only), containing stories featuring Gregory himself as a guide, giving his commentary and thoughts on each of the guests in the hotel, also displaying paintings based around the said guests.  (Source: Wikipedia);;Mythology;;;
58;Kaibutsu-kun: Kaibutsu Land e no Shoutai;https://myanimelist.net/anime/22977/Kaibutsu-kun__Kaibutsu_Land_e_no_Shoutai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;怪物くん 怪物ランドへの招待;Movie;1;Finished Airing;Mar 14, 1981;['None found', 'add some'];None found, add some;Shin-Ei Animation;Unknown;['Comedy', 'Horror'];1 hr. 15 min.;G - All Ages;5.97;#9625;#15529;394;0;;;[];Based on the shounen manga by Fujiko Fujio.  Note: Screened as a double feature with Doraemon: Nobita no Uchuu Kaitakushi.  (Source: AniDB);;;;;Kids, Shounen
59;Heisei Matsue Kaidan: Ayashi;https://myanimelist.net/anime/35140/Heisei_Matsue_Kaidan__Ayashi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Eagle Talon, The Frogman Show, Taka no Tsume;平成松江怪談～怪し～;ONA;2;Finished Airing;Mar 17, 2017 to Apr 1, 2018;['None found', 'add some'];None found, add some;DLE;Original;['Comedy', 'Horror', 'Supernatural'];9 min. per ep.;G - All Ages;N/A;#19609;#15603;387;0;['Historical', 'Parody'];;[];A Matsue City collaboration anime with Eagle Talon. Yoshida book-ends the story as horror tales, both modern and historical, originated within the city are narrated by another person.;;;;;
60;Zombie Clay Animation: I'm Stuck!!;https://myanimelist.net/anime/32557/Zombie_Clay_Animation__Im_Stuck;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;ゾンビクレイアニメ「I'm stuck!!」;ONA;4;Finished Airing;Mar 2, 2014 to May 8, 2014;['None found', 'add some'];None found, add some;Studio Binzo;Original;['Comedy', 'Horror'];3 min. per ep.;R - 17+ (violence & profanity);4.90;#13153;#15646;383;1;;;[];Spin-off series of Zombie Clay Animation: Life of the Dead.;;;;;
61;Higanjima X: Aniki;https://myanimelist.net/anime/35266/Higanjima_X__Aniki;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Higanjima X Special;彼岸島Ｘ「兄貴」;Special;1;Finished Airing;Aug 30, 2017;['None found', 'add some'];None found, add some;None found, add some;Manga;['Fantasy', 'Horror'];3 min.;R - 17+ (violence & profanity);N/A;#19672;#15712;378;1;['Survival', 'Vampire'];Seinen;[];A new episode of Higanjima X that was included in Blu-ray.;;;;;
62;Ehon Yose;https://myanimelist.net/anime/28087/Ehon_Yose;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;えほん寄席;TV;50;Finished Airing;2006 to 2008;['Pony Canyon'];None found, add some;None found, add some;Other;;5 min. per ep.;PG - Children;N/A;#18933;#15765;373;0;['Historical', 'Performing Arts'];Kids;[];Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.;Horror;;?;Unknown;
63;Kimoshiba;https://myanimelist.net/anime/34233/Kimoshiba;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;きもしば;TV;13;Finished Airing;Oct 2, 2016 to Dec 25, 2016;['None found', 'add some'];None found, add some;TMS Entertainment, Jinnis Animation Studios;Original;['Comedy', 'Horror', 'Supernatural'];1 min. per ep.;G - All Ages;N/A;#20666;#15785;372;0;;Kids;[];Kimoshiba is a weird type of life form with the shape of an oversize shiba inu, loves eating curry (particularly curry breads), and works at a funeral home. Similar life forms include yamishiba and onishiba.  (Source: ANN);;;Fall 2016;Sundays at 07:14 (JST);
64;Ushiro no Hyakutarou;https://myanimelist.net/anime/12833/Ushiro_no_Hyakutarou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;心霊恐怖レポート うしろの百太郎;OVA;2;Finished Airing;Aug 21, 1991 to Oct 21, 1991;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Horror', 'Supernatural'];29 min. per ep.;PG-13 - Teens 13 or older;N/A;#20904;#15782;372;0;;;[];"Horror OVA based on the manga by Jirou Tsunoda. The title roughly means ""Hyakutarou behind"".  A boy named Ichitarou Ushiro deals with various horrifying phenomena with the help of his guardian spirit Hyakutarou.  2 episodes: ""Kokkuri Satsujin Jiken"", ""Yuutai Ridatsu"".  (Source: AniDB)";;School;;;
65;Inunaki-mura x Taka no Tsume-dan;https://myanimelist.net/anime/41096/Inunaki-mura_x_Taka_no_Tsume-dan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;犬鳴村 x 鷹の爪団;ONA;1;Finished Airing;Jan 17, 2020;['None found', 'add some'];None found, add some;None found, add some;Other;['Comedy', 'Horror'];2 min.;PG-13 - Teens 13 or older;5.21;#12569;#15841;366;1;;;[];A collaboration between the live-action horror film Inunaki-mura slated to be released in theaters February 7, 2020 and the Eagle Talon franchise. The film is based on the urban legend of the real-life abandoned Inunaki Village and the old tunnel that cut through the area.;;Parody;;;
