;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
40;Naruto: Shippuuden Movie 1;https://myanimelist.net/anime/2472/Naruto__Shippuuden_Movie_1;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Naruto Shippuden Movie, Naruto Movie 4, Gekijouban Naruto Shippuuden;劇場版NARUTO -ナルト- 疾風伝;Movie;1;Finished Airing;Aug 4, 2007;['TV Tokyo', 'Aniplex', 'Dentsu', 'Bandai', 'Shueisha'];VIZ Media;Pierrot;Manga;['Action', 'Adventure', 'Fantasy'];;1 hr. 34 min.;PG-13 - Teens 13 or older;7.29;#2601;#770;282,016;295;Shounen;['Netflix'];"A group of ninja is planning to revive a powerful demon, and once its spirit is reunited with its body, the world will be destroyed. The only way to prevent this from happening is for Shion, a shrine maiden, to seal it away for good.  Naruto Uzumaki is tasked to guard her, but one thing stops Shion from accepting his help: she also has the ability to predict death—and she has foreseen his demise approaching soon. In order to escape his fate, Naruto must stay away from Shion; however, undeterred, he chooses to challenge the prophecy in order to protect Shion and the world.  [Written by MAL Rewrite]";;;;
41;Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!;https://myanimelist.net/anime/442/Naruto_Movie_1__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Naruto: Daikatsugeki! Yukihime Ninpocho Dattebayo!, Naruto: It's the Snow Princess' Ninja Art Book!;劇場版　NARUTO　大活劇！雪姫忍法帖だってばよ!!;Movie;1;Finished Airing;Aug 21, 2004;['Aniplex', 'Bandai', 'TV Tokyo Music', 'Shueisha'];VIZ Media;Pierrot;Manga;['Action', 'Adventure', 'Fantasy'];;1 hr. 22 min.;PG-13 - Teens 13 or older;7.11;#3548;#773;281,525;275;Shounen;['Crunchyroll', 'Netflix'];Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye.  Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.  [Written by MAL Rewrite];;;;
42;Mairimashita! Iruma-kun 2nd Season;https://myanimelist.net/anime/41402/Mairimashita_Iruma-kun_2nd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Welcome to Demon School! Iruma-kun 2nd Season;魔入りました！入間くん;TV;21;Finished Airing;Apr 17, 2021 to Sep 11, 2021;['NHK', 'NHK Enterprises'];None found, add some;Bandai Namco Pictures;Manga;['Comedy', 'Fantasy'];['Isekai', 'Mythology', 'School'];24 min. per ep.;PG-13 - Teens 13 or older;8.07;#502;#784;278,312;2,272;Shounen;['Crunchyroll', 'Bahamut Anime Crazy', ''];After many trials and tribulations, Iruma Suzuki is finally happily living among demons despite having to hide his true identity as a human. Even more so, he has now found his ambition in life: keep ranking up in this world!  However, that plan is halted when Iruma's club is temporarily dismissed, and he is forced to be part of the student council, known for its strictness toward rowdy students. Its cold-hearted president is Amelie Azazel, Iruma's friend. Although Iruma is not used to following their rigid schedule and many rules, he still wants to prove himself and help Amelie alongside all of the other members of the council.  But trouble arises when Amelie's personality completely changes due to strange circumstances, putting the student council's reputation in jeopardy. Will Iruma be able to save them and avoid having the whole school turn into pure chaos?  [Written by MAL Rewrite];Spring 2021;Saturdays at 17:35 (JST);;
43;Masou Gakuen HxH;https://myanimelist.net/anime/31845/Masou_Gakuen_HxH;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Masou Gakuen Hybrid x Heart;魔装学園H×H;TV;12;Finished Airing;Jul 6, 2016 to Sep 21, 2016;['Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'flying DOG', 'Kadokawa Media House', 'Sun TV'];Funimation, Crunchyroll;Production IMS;Light novel;['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi'];['Harem', 'School'];24 min. per ep.;R+ - Mild Nudity;6.13;#8797;#790;276,864;693;;[];Hida Kizuna possesses the HHG (Heart Hybrid Gear) ability, but it is not strong enough to make him particularly important. His older sister calls him to transfer to a strategic defense school, where many of the students (many of which are large-breasted girls) use their HHG abilities to fight invaders from another world while wearing extremely skimpy pilot outfits. Kizuna's fighting ability doesn't measure up, but his sister has another plan—apparently having erotic experiences with Kizuna will allow the girls to replenish their energy or power-up. It looks like his new school life is going to be full of embarrassment.  (Source: MangaHelpers);Summer 2016;Wednesdays at 00:30 (JST);;
44;Tate no Yuusha no Nariagari Season 3;https://myanimelist.net/anime/40357/Tate_no_Yuusha_no_Nariagari_Season_3;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Tate no Yuusha no Nariagari 3rd Season, The Rising of the Shield Hero 3rd Season;盾の勇者の成り上がり;TV;Unknown;Not yet aired;Not available;['Kadokawa'];None found, add some;Kinema Citrus;Light novel;['Action', 'Adventure', 'Drama', 'Fantasy'];;Unknown;PG-13 - Teens 13 or older;N/A;N/A;#795;274,705;4,094;;[];Third season of Tate no Yuusha no Nariagari.;?;Unknown;Isekai;
45;Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow;https://myanimelist.net/anime/36286/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Memory_Snow;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Re: Life in a different world from zero, ReZero, Re:Zero kara Hajimeru Isekai Seikatsu OVA;Re:ゼロから始める異世界生活 Memory Snow;Movie;1;Finished Airing;Oct 6, 2018;['None found', 'add some'];None found, add some;White Fox;Light novel;;;1 hr.;PG-13 - Teens 13 or older;7.56;#1505;#798;274,167;595;;[];Subaru Natsuki finally gets to take a breather, but he does not waste any time as he prepares for a date with his beloved Emilia. He scouts the nearby village for the right dating spot, and with the help of the village children, he finds a wonderful location. With that, he is well prepared for his date!  Unfortunately for Subaru, cold weather suddenly sweeps across Roswaal's mansion on his important day, leaving him with no choice but to postpone the date. Overnight, it becomes even colder and unbearable. Subaru must get to the bottom of this because, at this rate, his date will be the least of his worries.  [Written by MAL Rewrite];;;Isekai;Fantasy
46;Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen;https://myanimelist.net/anime/47164/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Shin_Shou_-_Meikyuu-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;DanMachi 4th Season, Is It Wrong That I Want to Meet You in a Dungeon 4th Season;ダンジョンに出会いを求めるのは間違っているだろうかⅣ 新章 迷宮篇;TV;11;Finished Airing;Jul 23, 2022 to Oct 1, 2022;['Genco', 'Movic', 'Warner Bros. Japan', 'KlockWorx', 'Hakuhodo DY Music & Pictures', 'Egg Firm', 'FuRyu', 'GREE', 'SB Creative'];Sentai Filmworks;J.C.Staff;Light novel;['Action', 'Adventure', 'Fantasy'];;23 min. per ep.;R - 17+ (violence & profanity);7.69;#1172;#800;272,657;1,932;;['Crunchyroll', 'HIDIVE', '', '', '', '', ''];Intrepid adventurer Bell Cranel has leveled up, but he can’t rest on his dungeoneering laurels just yet. The Hestia Familia still has a long way to go before it can stand toe-to-toe with the other Familias of Orario — but before Bell can set out on his next mission, reports of a brutal murder rock the adventuring community! One of Bell’s trusted allies stands accused of the horrible crime, and it’s up to Bell and his friends to clear their name and uncover a nefarious plot brewing in the dungeon’s dark depths.  (Source: Sentai Filmworks);Summer 2022;Saturdays at 01:05 (JST);;
47;Somali to Mori no Kamisama;https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ソマリと森の神様;TV;12;Finished Airing;Jan 10, 2020 to Mar 27, 2020;['Movic', 'Crunchyroll', 'North Stars Pictures', 'JY Animation', 'CA-Cygames Anime Fund', 'Mixer'];None found, add some;Satelight, HORNETS;Web manga;['Adventure', 'Drama', 'Fantasy'];['Childcare', 'Mythology'];23 min. per ep.;PG-13 - Teens 13 or older;7.82;#884;#801;272,193;1,564;;['Crunchyroll'];In a world inhabited by demons, cyclopes, and other fantastic creatures, humans stand apart as the outcasts. Quick to anger, the human race engaged in a war that all but wiped them out. The few humans that remain are seen as a delicacy, serving no purpose but to be hunted down and eaten.  One day, Golem, a wandering protector of nature, encounters a lone human child while patrolling. Inspired by her enthusiasm, he takes the girl, named Somali, under his wing. Together, the duo embarks on a journey to find Somali's parents and bring her home.  [Written by MAL Rewrite];Winter 2020;Fridays at 00:30 (JST);;
48;Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen;https://myanimelist.net/anime/39468/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;本好きの下剋上 ～司書になるためには手段を選んでいられません～;TV;14;Finished Airing;Oct 3, 2019 to Dec 26, 2019;['WOWOW', 'Genco', 'MediaNet', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'ABC Animation', 'Happinet', 'Tokyo Animator Gakuin', 'TO Books', 'JTB Next Creation'];Crunchyroll;Ajia-do;Light novel;;['Isekai', 'Reincarnation'];23 min. per ep.;PG-13 - Teens 13 or older;8.00;#591;#804;271,630;2,502;;['Crunchyroll', 'Netflix'];"Urano Motosu loves books and has an endless desire to read literature, no matter the subject. She almost fulfills her dream job of becoming a librarian before her life is ended in an accident. As she draws her last breath, she wishes to be able to read more books in her next life.  As if fate was listening to her prayer, she wakes up reincarnated as Myne—a frail five-year-old girl living in a medieval era. What immediately comes to her mind is her passion. She tries to find something to read, only to become frustrated by the lack of books at her disposal.  Without the printing press, books have to be written and copied by hand, making them very expensive; as such, only a few nobles can afford them—but this won't stop Myne. She will prove that her will to read is unbreakable, and if there are no books around, she will make them herself!  [Written by MAL Rewrite]";Fall 2019;Thursdays at 00:30 (JST);;Fantasy
49;Shuffle!;https://myanimelist.net/anime/79/Shuffle;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;SHUFFLE! (シャッフル!);TV;24;Finished Airing;Jul 8, 2005 to Jan 6, 2006;['Xebec', 'Lantis', 'Memory-Tech'];Funimation;asread.;Visual novel;['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi'];['Harem', 'School'];24 min. per ep.;R+ - Mild Nudity;7.03;#3970;#805;271,166;1,445;Seinen;['Crunchyroll', 'Funimation'];In present times, Gods and Demons coexist together with Humans after the door between each of these worlds had opened. Tsuchimi Rin is a normal young high school student attending Verbena Academy, spending his days living peacefully with his childhood friend Kaede. Unexpectedly, one day the King of Gods, the King of Demons and their families move into be Rin's next door neighbors. Apparently the daughter of the Gods, Sia, and the daughter of the demons, Nerine, are both deeply in love with Rin after having met him in the past. Along with his playful friendship with upperclassmen Asa and his encounter with the silent but cute Primula, Rin has much on his hands dealing with the affections of each of these girls. Based on the eroge by Navel.;Summer 2005;Fridays at 00:30 (JST);;
50;Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita;https://myanimelist.net/anime/44037/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside, I Was Kicked out of the Hero's Party Because I Wasn't a True Companion so I Decided to Have a Slow Life at the Frontier;真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました;TV;13;Finished Airing;Oct 6, 2021 to Dec 29, 2021;['AT-X', 'Nippon Columbia', 'Kadokawa Media House', 'BS NTV', 'Kadokawa', 'KBS Kyoto'];Funimation;Studio Flad, Wolfsbane;Light novel;['Adventure', 'Fantasy', 'Romance'];;23 min. per ep.;PG-13 - Teens 13 or older;6.95;#4292;#807;270,474;1,897;;['Crunchyroll'];"Far away from the reaches of demons and war, near the borderland of Zoltan, D-Rank adventurer Red lives a normal existence. Through perseverance and hard work, his dream of starting his own apothecary and peaceful life in the countryside finally came true. Abruptly, Red gets a live-in partner and assistant named Rit—the princess of Duchy Loggervia and an adventurer herself—who gives everything up to join him.  Although honest, kind, and loved by all, Red has a secret shared only with Rit: his real name is Gideon, brother of Ruti Ragnason, the ""Hero"" and a former member of her party. Ares Drowa, the ""Sage,"" kicked Red out of their party after their war against the Demon Lord after deciding he was weak and insignificant. Now, even though Red has left the Hero's party behind by assuming a new life together with Rit, his past has yet to let go of him.  [Written by MAL Rewrite]";Fall 2021;Wednesdays at 22:30 (JST);;
